volcanoasianbistro.com,1,2016/2/10,2016/8/8,asian bistro,56,55,53,99,100,61,52,45,49,67,76,85,41,45,54,43,55,75,64,41,41,50,46,70,69,52,39,38,48,55,67,69,72,38,51,50,44,67,51,71,41,44,44,59,73,69,77,40,45,46,49,62,86,85,40,53,66,59,61,74,54,29,53,40,66,44,78,80,38,43,46,52,54,71,56,44,46,35,48,68,84,70,50,46,58,52,71,70,82,56,48,49,54,86,78,56,52,52,45,59,64,82,55,42,44,43,53,62,38,59,47,44,38,51,58,79,59,47,40,33,58,45,65,67,40,46,52,54,56,61,67,42,41,42,57,56,80,58,44,43,51,65,64,46,72,59,43,58,53,80,73,68,52,46,43,50,70,77,79,49,40,59,56,66,70,63,52,60,75,64,71,63,57,42,44,50,56,44,68,67,52
gwcclayton.com,1,2018/2/28,2018/8/27,gw c,0,0,0,0,63,0,0,0,28,0,32,32,0,0,0,0,29,33,0,0,28,0,0,0,0,0,28,0,0,30,32,34,0,30,0,0,29,0,0,0,0,0,56,0,30,33,0,0,56,57,0,0,34,0,0,28,0,29,31,34,0,58,0,28,57,30,0,0,0,0,28,0,30,0,0,86,28,0,0,0,0,33,29,0,29,29,30,0,0,59,0,0,0,30,0,0,0,28,29,0,30,34,0,0,26,0,0,0,0,33,0,0,0,28,0,33,0,0,0,0,28,0,0,33,29,0,29,30,0,33,0,0,0,26,29,0,34,0,0,0,0,90,30,0,0,29,0,58,29,60,33,0,29,0,57,28,0,100,0,0,0,28,56,0,65,0,0,28,0,29,0,0,0,59,29,0,29,0,0,67,57
thepancakezone.com,1,2013/1/23,2013/7/22,pancake zone,0,0,0,0,32,0,0,0,0,0,0,31,0,27,0,0,0,0,33,0,28,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,32,0,0,0,0,0,28,0,0,0,0,0,0,28,0,31,0,0,0,28,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,32,0,0,0,0,0,0,32,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,28,0,31,0,0,0,0,0,0,0,0,0,0,26,0,0,32,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
pragamit.com,1,2017/1/4,2017/7/3,prag,49,46,42,39,46,49,38,41,38,36,40,44,38,40,38,34,32,41,45,38,40,37,40,37,44,50,39,43,37,40,35,41,45,40,42,40,40,40,44,41,40,37,42,44,41,43,52,49,43,41,48,43,45,47,41,44,45,44,43,48,52,43,41,42,46,42,43,50,45,47,40,46,45,51,53,45,46,51,46,49,45,55,46,43,44,44,43,46,62,47,44,47,51,53,56,57,62,62,56,66,63,59,60,59,55,57,54,53,52,60,57,47,45,51,50,50,50,48,48,40,41,46,43,52,53,42,39,47,46,43,49,51,45,45,47,49,52,53,49,51,54,55,51,56,64,57,44,46,46,49,51,100,57,52,51,47,48,49,54,48,47,54,51,55,51,52,44,44,42,43,43,50,62,51,46,48,49,49,49,60,57
ourmovieweb.com,1,2017/11/30,2018/5/29,movie web,60,71,71,75,66,50,53,48,54,73,61,62,55,60,66,63,67,62,54,73,48,64,74,73,72,80,64,70,83,67,84,82,75,64,56,61,54,68,58,55,53,58,62,71,70,59,66,75,54,63,60,65,70,63,55,60,57,78,100,73,72,59,61,47,64,71,71,70,52,55,60,72,73,70,58,50,52,58,77,64,71,56,65,49,66,67,71,78,58,59,50,58,65,67,70,54,49,60,56,72,71,61,53,49,52,65,74,64,58,58,60,67,54,62,72,64,53,64,54,68,77,78,67,65,57,51,51,55,80,64,58,50,50,55,58,67,65,61,44,58,45,57,63,66,51,54,63,60,62,69,68,60,66,67,65,73,67,73,71,79,60,60,62,68,60,60,57,59,66,63,58,65,60,56,58,67,61,84,69,66,51
ankestone.com,1,2015/3/29,2015/9/25,ke stone,40,25,25,34,18,75,0,41,53,33,17,25,0,20,0,41,16,33,25,17,0,0,33,17,0,17,35,19,19,17,33,17,17,19,40,19,42,33,33,17,35,100,0,33,16,33,34,35,29,39,16,33,0,17,17,30,50,0,24,16,49,34,40,39,16,16,25,17,18,40,20,49,0,16,42,17,50,59,0,33,25,0,52,0,30,17,33,0,34,26,30,20,17,33,17,51,63,20,40,41,25,33,17,43,30,50,16,0,34,34,36,21,21,35,50,0,42,17,60,20,16,16,17,34,35,20,40,33,33,0,17,0,30,70,33,25,17,51,26,40,19,25,49,17,0,0,20,38,63,40,24,32,17,0,38,32,32,32,40,17,38,38,25,16,40,32,17,56,18,31,47,0,32,17,47,46,0,31,48,16,66
summervillefurnishings.com,1,2012/11/16,2013/5/15,furnishings,59,57,76,44,63,73,65,71,60,65,76,69,53,54,61,61,55,57,55,77,68,71,40,59,75,54,60,52,54,61,47,47,57,62,47,32,34,51,38,29,50,87,62,73,63,69,89,59,82,78,73,81,77,68,71,66,69,67,74,68,66,62,66,67,63,81,71,71,74,62,78,70,75,63,54,47,84,59,77,60,63,65,71,67,60,72,72,73,100,74,51,62,88,84,60,59,74,57,76,79,87,61,69,50,76,70,80,76,57,78,46,68,79,80,82,63,69,56,63,43,70,66,72,70,74,79,52,84,68,70,51,68,54,62,67,70,70,68,52,65,65,64,78,58,51,48,63,77,62,67,67,67,68,53,73,73,54,64,61,83,61,48,48,93,76,83,82,58,63,84,49,70,62,57,59,62,56,62,64,50,50
interstatecartransportation.com,1,2012/10/6,2013/4/4,car transportation,43,53,37,69,69,73,50,39,53,71,78,66,47,90,63,41,54,71,97,53,37,45,49,60,57,72,62,69,53,43,62,43,71,61,51,55,54,61,64,100,59,54,46,42,78,67,41,41,31,29,51,71,66,47,50,57,40,42,45,82,64,37,50,46,52,63,54,72,50,47,65,34,83,65,78,70,55,56,37,27,26,62,82,79,49,53,44,64,54,74,66,41,41,83,44,64,62,50,81,77,70,68,93,41,47,43,42,74,64,68,53,63,43,37,71,62,76,65,50,64,37,74,76,93,87,59,54,59,57,67,48,51,57,51,55,45,47,73,49,63,58,43,59,85,82,61,69,52,70,89,60,64,58,58,52,74,69,62,79,48,60,44,63,39,67,81,73,52,49,31,68,70,59,67,53,38,55,76,63,65,81
slutsexposed.com,1,2012/12/16,2013/6/14,sluts,89,79,74,78,69,76,89,88,80,78,89,81,87,100,82,80,83,76,82,87,90,82,77,73,72,74,71,77,89,70,68,66,69,75,78,75,73,66,64,71,65,85,76,63,65,65,60,65,73,75,65,69,65,64,69,81,86,71,66,68,65,63,69,76,61,68,65,67,70,75,64,64,64,61,64,71,82,73,65,66,65,63,67,82,73,67,69,68,67,67,79,73,65,65,59,65,79,81,84,72,68,67,69,79,74,81,67,72,69,73,64,72,78,69,69,68,69,76,78,76,70,69,72,65,63,70,86,69,66,67,68,77,75,75,66,64,72,71,68,76,74,67,70,66,70,69,76,78,63,63,72,65,68,76,84,69,66,65,65,72,75,73,76,79,78,80,74,81,85,70,76,76,71,72,73,84,75,71,69,68,70
mbpropertylaw.com,1,2012/10/2,2013/3/31,property law,90,70,70,68,35,52,79,90,89,80,65,52,51,95,73,76,73,70,42,57,83,87,84,100,63,40,43,92,66,74,72,65,49,62,66,82,73,73,57,42,68,88,63,82,69,52,43,39,73,74,61,62,48,40,37,81,69,67,64,78,48,40,76,83,75,73,76,51,46,89,89,70,71,53,40,49,60,62,71,58,41,33,26,32,20,45,42,57,45,44,46,22,49,69,63,49,42,74,75,89,74,70,42,49,78,87,69,70,55,52,46,49,91,77,84,59,37,48,69,83,75,65,69,35,52,70,91,81,92,64,43,54,78,77,62,53,66,51,42,59,70,76,78,80,44,45,80,77,76,91,62,43,58,67,85,77,80,68,47,56,60,83,79,70,71,46,52,67,88,87,62,58,48,49,87,72,62,66,54,43,67
